"OID","Country or Area","Year","Description","Magnitude","Value"
"21346D..ZF...","ARGENTINA","1959","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1958","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1958","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1957","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1957","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1956","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1956","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1955","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1955","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1954","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1954","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1953","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1953","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1952","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1952","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1951","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1951","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"21346G..ZF...","ARGENTINA","1950","CREDIT FROM MONETARY AUTHORITIES","ARGENTINE PESOS","0"
"21346D..ZF...","ARGENTINA","1950","CENTRAL GOVERNMENT DEPOSITS","ARGENTINE PESOS","0"
"31346C..ZF...","BAHAMAS, THE","2009","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1842400000"
"31346G..ZF...","BAHAMAS, THE","2009","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2009","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","0"
"31346D..ZF...","BAHAMAS, THE","2009","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2008","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2421500000"
"31346G..ZF...","BAHAMAS, THE","2008","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2008","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","0"
"31346D..ZF...","BAHAMAS, THE","2008","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2007","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2834800000"
"31346G..ZF...","BAHAMAS, THE","2007","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2007","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","0"
"31346D..ZF...","BAHAMAS, THE","2007","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2006","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2492900000"
"31346G..ZF...","BAHAMAS, THE","2006","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2006","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","56100000"
"31346D..ZF...","BAHAMAS, THE","2006","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2005","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2047200000"
"31346G..ZF...","BAHAMAS, THE","2005","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2005","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","86200000"
"31346D..ZF...","BAHAMAS, THE","2005","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2004","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1824900000"
"31346G..ZF...","BAHAMAS, THE","2004","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2004","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","86200000"
"31346D..ZF...","BAHAMAS, THE","2004","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2003","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2076800000"
"31346G..ZF...","BAHAMAS, THE","2003","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2003","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","47500000"
"31346D..ZF...","BAHAMAS, THE","2003","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2002","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2129500000"
"31346G..ZF...","BAHAMAS, THE","2002","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2002","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","56300000"
"31346D..ZF...","BAHAMAS, THE","2002","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2001","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2036200000"
"31346G..ZF...","BAHAMAS, THE","2001","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","2001","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","46200000"
"31346D..ZF...","BAHAMAS, THE","2001","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","2000","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2644100000"
"31346G..ZF...","BAHAMAS, THE","2000","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","10000000"
"31346H..ZF...","BAHAMAS, THE","2000","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","24500000"
"31346D..ZF...","BAHAMAS, THE","2000","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1999","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2625900000"
"31346G..ZF...","BAHAMAS, THE","1999","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1999","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","16700000"
"31346D..ZF...","BAHAMAS, THE","1999","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1998","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2498200000"
"31346G..ZF...","BAHAMAS, THE","1998","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","15000000"
"31346H..ZF...","BAHAMAS, THE","1998","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","25500000"
"31346D..ZF...","BAHAMAS, THE","1998","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1997","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2383900000"
"31346G..ZF...","BAHAMAS, THE","1997","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","10000000"
"31346H..ZF...","BAHAMAS, THE","1997","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","22500000"
"31346D..ZF...","BAHAMAS, THE","1997","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1996","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2084400000"
"31346G..ZF...","BAHAMAS, THE","1996","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1996","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","11700000"
"31346D..ZF...","BAHAMAS, THE","1996","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1995","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1880800000"
"31346G..ZF...","BAHAMAS, THE","1995","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1995","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","11200000"
"31346D..ZF...","BAHAMAS, THE","1995","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1994","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1802000000"
"31346G..ZF...","BAHAMAS, THE","1994","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1994","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","12600000"
"31346D..ZF...","BAHAMAS, THE","1994","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1993","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1540900000"
"31346G..ZF...","BAHAMAS, THE","1993","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1993","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","3800000"
"31346D..ZF...","BAHAMAS, THE","1993","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","300000"
"31346C..ZF...","BAHAMAS, THE","1992","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1987800000"
"31346G..ZF...","BAHAMAS, THE","1992","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1992","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","1400000"
"31346D..ZF...","BAHAMAS, THE","1992","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","3100000"
"31346C..ZF...","BAHAMAS, THE","1991","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2111500000"
"31346G..ZF...","BAHAMAS, THE","1991","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1991","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","2100000"
"31346D..ZF...","BAHAMAS, THE","1991","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","1900000"
"31346C..ZF...","BAHAMAS, THE","1990","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2230200000"
"31346G..ZF...","BAHAMAS, THE","1990","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1990","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","4200000"
"31346D..ZF...","BAHAMAS, THE","1990","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","5200000"
"31346C..ZF...","BAHAMAS, THE","1989","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2383400000"
"31346G..ZF...","BAHAMAS, THE","1989","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1989","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","4200000"
"31346D..ZF...","BAHAMAS, THE","1989","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","3500000"
"31346C..ZF...","BAHAMAS, THE","1988","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2290400000"
"31346G..ZF...","BAHAMAS, THE","1988","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1988","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","10500000"
"31346D..ZF...","BAHAMAS, THE","1988","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","3800000"
"31346C..ZF...","BAHAMAS, THE","1987","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2156200000"
"31346G..ZF...","BAHAMAS, THE","1987","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","3000000"
"31346H..ZF...","BAHAMAS, THE","1987","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","21900000"
"31346D..ZF...","BAHAMAS, THE","1987","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","2500000"
"31346C..ZF...","BAHAMAS, THE","1986","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2285100000"
"31346G..ZF...","BAHAMAS, THE","1986","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","3000000"
"31346H..ZF...","BAHAMAS, THE","1986","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","9300000"
"31346D..ZF...","BAHAMAS, THE","1986","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","2300000"
"31346C..ZF...","BAHAMAS, THE","1985","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2458800000"
"31346G..ZF...","BAHAMAS, THE","1985","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","3000000"
"31346H..ZF...","BAHAMAS, THE","1985","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","4600000"
"31346D..ZF...","BAHAMAS, THE","1985","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","1200000"
"31346C..ZF...","BAHAMAS, THE","1984","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2078300000"
"31346G..ZF...","BAHAMAS, THE","1984","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","3000000"
"31346H..ZF...","BAHAMAS, THE","1984","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","4500000"
"31346D..ZF...","BAHAMAS, THE","1984","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","1100000"
"31346C..ZF...","BAHAMAS, THE","1983","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2105500000"
"31346G..ZF...","BAHAMAS, THE","1983","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1983","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","3800000"
"31346D..ZF...","BAHAMAS, THE","1983","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","1900000"
"31346C..ZF...","BAHAMAS, THE","1982","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2011900000"
"31346G..ZF...","BAHAMAS, THE","1982","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1982","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","3400000"
"31346D..ZF...","BAHAMAS, THE","1982","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","1100000"
"31346C..ZF...","BAHAMAS, THE","1981","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1841000000"
"31346G..ZF...","BAHAMAS, THE","1981","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","400000"
"31346H..ZF...","BAHAMAS, THE","1981","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","7700000"
"31346D..ZF...","BAHAMAS, THE","1981","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","1100000"
"31346C..ZF...","BAHAMAS, THE","1980","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","1681200000"
"31346G..ZF...","BAHAMAS, THE","1980","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1980","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","6000000"
"31346D..ZF...","BAHAMAS, THE","1980","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1979","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","358600000"
"31346G..ZF...","BAHAMAS, THE","1979","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1979","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","20600000"
"31346D..ZF...","BAHAMAS, THE","1979","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1978","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","0"
"31346G..ZF...","BAHAMAS, THE","1978","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1978","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","2200000"
"31346D..ZF...","BAHAMAS, THE","1978","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1977","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","0"
"31346G..ZF...","BAHAMAS, THE","1977","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1977","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","1900000"
"31346D..ZF...","BAHAMAS, THE","1977","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1976","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","0"
"31346G..ZF...","BAHAMAS, THE","1976","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1976","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","700000"
"31346D..ZF...","BAHAMAS, THE","1976","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1975","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","2000000"
"31346G..ZF...","BAHAMAS, THE","1975","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1975","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","3400000"
"31346D..ZF...","BAHAMAS, THE","1975","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1974","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","4700000"
"31346G..ZF...","BAHAMAS, THE","1974","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1974","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","1000000"
"31346D..ZF...","BAHAMAS, THE","1974","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"31346C..ZF...","BAHAMAS, THE","1973","FOREIGN LIABILITIES","BAHAMIAN DOLLARS","0"
"31346G..ZF...","BAHAMAS, THE","1973","CREDIT FROM MONETARY AUTHORTIES","BAHAMIAN DOLLARS","0"
"31346H..ZF...","BAHAMAS, THE","1973","CREDIT FROM DEPOSIT MONEY BANKS","BAHAMIAN DOLLARS","1700000"
"31346D..ZF...","BAHAMAS, THE","1973","CENTRAL GOVERNMENT DEPOSITS","BAHAMIAN DOLLARS","0"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2009","FOREIGN LIABILITIES","BAHRAIN DINARS","59039500000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2009","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","265418000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2008","FOREIGN LIABILITIES","BAHRAIN DINARS","67435800000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2008","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","454585000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2007","FOREIGN LIABILITIES","BAHRAIN DINARS","69567700000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2007","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","373782000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2006","FOREIGN LIABILITIES","BAHRAIN DINARS","57655700000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2006","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","463571000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2005","FOREIGN LIABILITIES","BAHRAIN DINARS","41487500000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2005","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","355509000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2004","FOREIGN LIABILITIES","BAHRAIN DINARS","35282200000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2004","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","332690000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2003","FOREIGN LIABILITIES","BAHRAIN DINARS","30244700000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2003","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","269216000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2002","FOREIGN LIABILITIES","BAHRAIN DINARS","21286700000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2002","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","197615000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2001","FOREIGN LIABILITIES","BAHRAIN DINARS","32206700000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2001","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","228157000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","2000","FOREIGN LIABILITIES","BAHRAIN DINARS","33712000000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","2000","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","185556000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1999","FOREIGN LIABILITIES","BAHRAIN DINARS","32042100000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1999","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","177472000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1998","FOREIGN LIABILITIES","BAHRAIN DINARS","31798400000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1998","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","190031000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1997","FOREIGN LIABILITIES","BAHRAIN DINARS","25852600000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1997","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","243724000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1996","FOREIGN LIABILITIES","BAHRAIN DINARS","23993500000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1996","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","375361000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1995","FOREIGN LIABILITIES","BAHRAIN DINARS","22799600000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1995","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","369308000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1994","FOREIGN LIABILITIES","BAHRAIN DINARS","23613800000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1994","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","174502000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1993","FOREIGN LIABILITIES","BAHRAIN DINARS","21371200000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1993","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","103400000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1992","FOREIGN LIABILITIES","BAHRAIN DINARS","24846000000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1992","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","268461000"
"41946C..ZF...","BAHRAIN, KINGDOM OF","1991","FOREIGN LIABILITIES","BAHRAIN DINARS","18906500000"
"41946G..ZF...","BAHRAIN, KINGDOM OF","1991","CREDIT FROM MONETARY AUTHORITIES","BAHRAIN DINARS","334261000"
"41946D..ZF...","BAHRAIN, KINGDOM OF","1991","CENTRAL GOVERNMENT DEPOSITS","BAHRAIN DINARS","304557000"
"33946C..ZF...","BELIZE","2005","FOREIGN LIABILITIES","BELIZE DOLLARS","106634000"
"33946G..ZF...","BELIZE","2005","CREDIT FROM MONETARY AUTHORITIES","BELIZE DOLLARS","2845000"
"33946D..ZF...","BELIZE","2005","CENTRAL GOVERNMENT DEPOSITS","BELIZE DOLLARS","289916000"
"33946C..ZF...","BELIZE","2004","FOREIGN LIABILITIES","BELIZE DOLLARS","129944000"
"33946G..ZF...","BELIZE","2004","CREDIT FROM MONETARY AUTHORITIES","BELIZE DOLLARS","33636000"
"33946D..ZF...","BELIZE","2004","CENTRAL GOVERNMENT DEPOSITS","BELIZE DOLLARS","222184000"
"33946C..ZF...","BELIZE","2003","FOREIGN LIABILITIES","BELIZE DOLLARS","191806000"
"33946G..ZF...","BELIZE","2003","CREDIT FROM MONETARY AUTHORITIES","BELIZE DOLLARS","11101000"
"33946D..ZF...","BELIZE","2003","CENTRAL GOVERNMENT DEPOSITS","BELIZE DOLLARS","85361000"
"33946C..ZF...","BELIZE","2002","FOREIGN LIABILITIES","BELIZE DOLLARS","252143000"
"33946G..ZF...","BELIZE","2002","CREDIT FROM MONETARY AUTHORITIES","BELIZE DOLLARS","16571000"
"33946D..ZF...","BELIZE","2002","CENTRAL GOVERNMENT DEPOSITS","BELIZE DOLLARS","8812000"
"33946C..ZF...","BELIZE","2001","FOREIGN LIABILITIES","BELIZE DOLLARS","216353000"
"33946G..ZF...","BELIZE","2001","CREDIT FROM MONETARY AUTHORITIES","BELIZE DOLLARS","85269000"
"33946D..ZF...","BELIZE","2001","CENTRAL GOVERNMENT DEPOSITS","BELIZE DOLLARS","3347000"
